df_hash,22ZHK4.LDJS1X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.K7SC
person_label,V9
date_time_start,2025-05-22_11-15-08.285000_+03
date_time_start_unix,1747901708.285
date_time_end,2025-05-22_11-23-57.022000_+03
length_difference_noticed,no

time,perfusion_ir
24.766,0.850
25.449,0.840
26.277,0.850
27.250,0.840
28.085,0.850
29.005,0.860
29.157,0.860
31.208,0.860
32.228,0.860
33.054,0.860
33.770,0.870
34.611,0.870
35.294,0.860
36.122,0.870
36.956,0.870
38.040,0.870
38.612,0.860
39.488,0.870
40.315,0.860
41.247,0.870
42.173,0.860
43.243,0.870
44.023,0.870
44.802,0.870
45.580,0.870
46.559,0.870
47.432,0.870
48.359,0.870
49.239,0.880
50.022,0.870
51.092,0.870
51.674,0.870
52.911,0.890
53.724,0.890
54.554,0.890
55.285,0.920
56.098,0.920
57.088,0.920
57.819,0.920
58.895,0.920
59.574,0.920
60.309,0.920
61.134,0.920
62.014,0.910
62.792,0.910
63.474,0.910
64.402,0.890
65.227,0.870
66.152,0.870
67.081,0.870
67.862,0.870
68.597,0.850
69.438,0.850
70.258,0.870
71.274,0.880
72.100,0.880
73.078,0.880
73.763,0.870
74.833,0.880
75.418,0.880
76.295,0.870
77.170,0.850
78.099,0.850
78.733,0.850
79.710,0.840
80.397,0.840
81.265,0.840
82.052,0.860
82.925,0.860
83.998,0.850
84.680,0.860
85.363,0.860
86.104,0.850
86.969,0.850
87.768,0.840
88.630,0.840
89.754,0.840
90.292,0.840
91.067,0.840
91.779,0.830
92.870,0.840
93.553,0.840
94.184,0.830
95.015,0.830
96.088,0.840
96.821,0.850
97.694,0.850
98.625,0.830
99.498,0.830
100.281,0.850
101.256,0.850
102.084,0.850
103.061,0.850
103.888,0.850
104.622,0.860
105.500,0.860
106.245,0.850
107.110,0.840
108.129,0.840
108.763,0.840
109.592,0.820
110.572,0.840
111.397,0.860
112.222,0.860
113.053,0.860
114.083,0.860
114.696,0.860
115.595,0.860
116.615,0.860
117.246,0.850
118.074,0.840
118.907,0.820
119.729,0.830
120.512,0.830
121.243,0.810
122.121,0.810
122.859,0.830
123.783,0.840
124.460,0.840
125.297,0.840
126.155,0.840
126.847,0.830
127.629,0.830
128.361,0.810
129.189,0.810
130.170,0.810
130.853,0.810
131.533,0.810
132.510,0.810
133.233,0.800
134.068,0.810
134.893,0.820
135.868,0.820
136.408,0.810
137.282,0.810
138.255,0.820
138.745,0.820
139.476,0.820
140.305,0.810
141.280,0.810
141.819,0.810
143.227,0.790
144.058,0.790
145.183,0.790
146.544,0.830
147.224,0.830
148.884,0.820
149.515,0.800
150.250,0.780
151.078,0.780
151.764,0.780
152.594,0.780
153.409,0.780
154.244,0.800
154.881,0.800
155.711,0.780
156.638,0.780
157.465,0.780
158.147,0.800
158.927,0.800
159.999,0.800
160.685,0.820
161.413,0.820
162.063,0.820
163.168,0.800
163.802,0.820
164.774,0.840
165.554,0.840
166.286,0.850
167.121,0.850
168.195,0.850
168.872,0.850
169.607,0.850
170.288,0.840
171.216,0.850
172.092,0.850
172.772,0.850
173.358,0.840
174.186,0.830
174.729,0.830
175.697,0.830
177.212,0.830
178.086,0.830
178.940,0.830
180.472,0.840
181.252,0.820
182.133,0.800
183.161,0.800
183.887,0.800
184.619,0.820
185.593,0.800
187.249,0.800
188.223,0.820
189.103,0.850
189.884,0.850
190.959,0.880
191.638,0.850
192.370,0.870
193.105,0.870
194.128,0.870
194.760,0.870
195.587,0.870
196.517,0.870
197.096,0.870
197.883,0.870
199.829,0.870
200.462,0.870
201.292,0.870
202.166,0.870
203.046,0.870
203.972,0.870
204.756,0.870
205.390,0.870
206.265,0.870
207.193,0.870
207.924,0.870
208.804,0.870
209.481,0.860
210.417,0.860
211.136,0.860
211.919,0.860
212.659,0.850
213.725,0.840
214.208,0.840
215.036,0.840
215.867,0.840
216.550,0.840
217.384,0.830
219.036,0.840
220.057,0.840
220.840,0.830
221.574,0.830
222.498,0.830
223.226,0.830
224.021,0.820
224.744,0.820
225.666,0.820
226.415,0.830
227.178,0.820
227.965,0.820
228.933,0.830
229.570,0.840
230.444,0.830
231.240,0.850
232.102,0.850
233.128,0.850
233.661,0.850
234.455,0.860
235.320,0.860
236.145,0.850
237.022,0.850
237.805,0.850
238.705,0.860
239.609,0.860
240.408,0.860
241.415,0.860
242.144,0.860
242.982,0.870
243.850,0.870
244.633,0.860
245.559,0.860
247.288,0.860
248.089,0.870
248.917,0.870
249.843,0.880
250.626,0.880
251.605,0.880
252.287,0.880
253.116,0.880
254.185,0.880
254.919,0.880
255.794,0.880
256.672,0.880
257.260,0.880
261.985,0.880
262.721,0.880
263.594,0.870
264.227,0.870
265.056,0.870
265.885,0.870
266.714,0.870
267.644,0.870
268.564,0.870
269.447,0.860
270.175,0.860
271.207,0.860
271.885,0.860
272.710,0.860
273.393,0.850
274.076,0.850
274.807,0.850
275.489,0.830
276.172,0.810
277.000,0.810
277.784,0.810
278.704,0.830
279.492,0.850
280.218,0.850
281.757,0.860
282.555,0.870
283.105,0.860
283.832,0.860
284.651,0.850
286.455,0.860
287.235,0.860
287.971,0.860
288.700,0.860
289.724,0.850
290.363,0.850
291.190,0.850
292.117,0.850
292.942,0.850
293.670,0.850
294.648,0.860
295.672,0.860
296.455,0.860
297.285,0.880
298.259,0.900
299.237,0.900
300.010,0.900
300.700,0.900
301.571,0.900
303.282,0.900
304.062,0.900
305.035,0.890
305.766,0.870
306.689,0.860
307.570,0.860
308.251,0.860
309.079,0.850
310.007,0.840
311.811,0.860
312.539,0.890
313.228,0.870
314.062,0.860
315.074,0.860
315.757,0.840
316.829,0.810
318.639,0.810
319.371,0.810
320.191,0.810
321.019,0.840
322.140,0.840
322.934,0.840
323.659,0.870
324.533,0.870
325.458,0.890
326.333,0.900
327.122,0.900
328.136,0.910
328.935,0.920
329.941,0.920
330.869,0.920
331.845,0.920
332.530,0.920
334.084,0.920
335.759,0.920
336.817,0.930
337.548,0.920
338.624,0.920
339.252,0.920
340.087,0.920
340.924,0.920
341.790,0.910
342.569,0.910
343.642,0.910
344.227,0.910
345.105,0.910
345.983,0.910
346.811,0.890
347.405,0.880
348.276,0.870
349.108,0.860
350.035,0.860
350.760,0.860
351.540,0.840
352.268,0.820
353.003,0.810
353.831,0.800
354.758,0.800
355.592,0.800
356.318,0.790
357.195,0.790
358.121,0.790
358.767,0.790
359.879,0.780
360.607,0.780
361.533,0.780
362.366,0.790
363.145,0.800
364.081,0.800
364.800,0.810
365.628,0.820
366.418,0.820
367.725,0.820
368.269,0.830
369.091,0.850
370.065,0.850
370.744,0.850
371.576,0.860
372.307,0.860
373.184,0.860
373.962,0.880
374.794,0.900
375.864,0.900
376.597,0.900
377.523,0.910
378.255,0.910
379.132,0.920
380.156,0.920
380.986,0.920
382.740,0.920
383.666,0.920
384.397,0.920
385.470,0.910
385.767,0.900
387.960,0.900
390.491,0.900
391.032,0.910
392.006,0.910
392.881,0.930
393.904,0.960
394.687,0.970
395.704,0.970
396.491,0.980
397.414,0.990
398.391,0.990
399.214,0.990
399.954,0.990
401.021,0.990
401.756,1.000
402.582,1.020
403.459,1.020
404.240,1.020
405.211,1.020
406.775,1.020
408.582,1.020
409.650,1.020
410.381,1.020
411.209,1.020
412.078,1.020
412.871,1.000
413.550,0.990
414.379,0.980
415.257,0.980
416.085,0.970
417.155,0.970
417.212,0.970
419.010,0.950
421.013,0.940
421.640,0.910
422.843,0.870
423.590,0.850
424.275,0.850
425.491,0.850
426.184,0.840
426.728,0.810
427.594,0.790
428.224,0.740
429.101,0.740
429.638,0.700
430.317,0.700
431.100,0.690
438.215,0.680
439.778,0.680
441.338,0.680
442.167,0.680
444.211,0.680
444.919,0.680
446.018,0.690
446.607,0.700
447.436,0.700
448.405,0.710
449.923,0.750
451.039,0.790
451.965,0.810
452.843,0.830
453.824,0.840
454.646,0.850
456.314,0.860
457.329,0.860
458.501,0.860
459.088,0.870
460.206,0.880
460.935,0.900
462.054,0.910
462.837,0.910
465.617,0.910
466.736,0.910
467.281,0.930
468.345,0.950
469.320,0.960
470.097,0.970
471.075,0.970
471.904,1.000
472.782,0.970
473.805,0.970
474.926,0.980
475.614,1.010
476.730,1.020
477.297,1.020
478.534,1.000
479.314,1.020
480.195,1.020
481.069,1.020
481.995,1.020
482.873,1.010
483.799,1.010
484.723,1.010
485.606,1.010
486.337,1.000
487.407,0.990
488.138,0.990
489.165,0.990
489.946,0.990
490.914,0.990
491.794,0.990
492.818,0.990
493.500,0.980
494.232,0.980
495.109,0.990
501.056,0.980
501.937,0.970
502.573,0.970
503.735,0.960
505.249,0.960
507.005,0.940
511.733,0.940
512.661,0.940
513.442,0.930
514.265,0.930
514.909,0.920
515.925,0.920
516.565,0.920
517.393,0.910
518.214,0.910
518.948,0.900
